user_age_group,user_id,attempt_date,gender,smt_rank,smt_avg_spd,smt_finish_seconds,smt_name,user_weight_category,act_title,act_avg_spd,act_max_spd,act_total_km,act_moving_seconds,act_total_seconds,has_hr_data,id
19 and under,42,2019-01-28,male,60,19.2,314,Headquarters Business Park,54 kg and under,Resume morning ride flexed biceps: medium skin tone ,13.8,99.4,74.31,19414,19414,0,5998
25 to 34,1625,2017-01-07,male,536,9.7,1782,North Corniche,95 kg to 104 kg,Morning Ride,15.2,33.5,32.34,7680,7680,0,5331
25 to 34,350,2018-05-17,male,207,25.5,553,Starbucks to Majid,54 kg and under,Morning Ride,22.1,48.6,50.06,8151,8151,0,359
25 to 34,470,2016-05-18,male,511,21.9,328,Oghor 2 SailsIsland,115 kg and over,Evening Ride,17.8,38.5,22.21,4504,4504,0,3839
25 to 34,1208,2018-11-09,male,466,20.0,867,North Corniche,85 to 95 kg,Morning Ride:,15.5,39.6,41.75,9686,9686,0,5263
25 to 34,1070,2017-11-15,male,104,17.4,1830,S.Ubhur Alkurnaysh South Bound with detour,54 kg and under,Morning Ride,17.7,37.4,38.31,7775,7775,0,1246
35 to 44,772,2019-03-04,male,133,32.4,536,North Corniche,54 kg and under,Evening Ride,26.7,44.3,55.05,7424,7424,0,5488
25 to 34,1201,2016-03-30,male,366,27.6,260,Oghor 2 SailsIsland,75 to 84 kg,Evening Ride,20.5,46.4,22.25,3906,3906,0,3694
25 to 34,444,2013-12-04,male,382,22.4,270,Headquarters Business Park,85 to 95 kg,تمرين ,19.2,37.8,21.09,3957,3957,0,6647
45 to 54,1124,2018-04-21,male,55,25.8,660,King Street side,54 kg and under,Evening Ride,23.9,37.1,30.17,4550,4550,0,2567
25 to 34,1214,2017-05-08,male,145,34.7,207,Oghor 2 SailsIsland,,Evening Ride,25.9,66.6,26.66,3703,3703,0,3423
25 to 34,171,2018-11-30,male,55,34.9,488,King Street side,85 to 95 kg,تمرين 13,22.7,43.6,100.15,15856,15856,0,2037
35 to 44,746,2018-05-02,male,130,26.3,535,Starbucks to Majid,65 to 74 kg,Jeddah Cyclist man biking man biking man biking ,23.7,39.2,51.16,7761,7761,0,772
35 to 44,705,2018-06-01,male,97,27.9,216,Headquarters Business Park,65 to 74 kg,Night Ride,26.4,34.6,30.01,4100,4100,1,7223
25 to 34,459,2018-08-13,male,233,31.5,228,Oghor 2 SailsIsland,54 kg and under,Evening Ride,23.4,51.1,14.52,2232,2232,0,3562
35 to 44,910,2019-10-14,male,307,21.9,276,Headquarters Business Park,85 to 95 kg,Evening Ride,18.4,32.4,21.25,4160,4160,0,7437
35 to 44,669,2018-02-05,male,58,30.2,200,Headquarters Business Park,85 to 95 kg,Evening Ride,30.3,45.0,40.8,4854,4854,1,7185
25 to 34,207,2019-09-30,male,261,24.6,245,Headquarters Business Park,65 to 74 kg,Evening Ride,23.7,48.2,21.73,3301,3301,0,6529
45 to 54,1099,2019-10-25,male,117,24.9,288,Oghor 2 SailsIsland,95 kg to 104 kg,Friday short ride grinning squinting face grinning squinting face grinning squinting face ,19.8,31.7,26.53,4837,4837,0,4531
55 to 64,937,2017-03-10,male,3,33.3,743,Obhur North Short,75 to 84 kg,Morning Ride 100km with JC ,28.5,45.7,103.28,13031,13031,1,1674
25 to 34,356,2015-08-05,male,213,25.3,556,Starbucks to Majid,75 to 84 kg,تمرين الأربعاء مع دراج جدة Exercise Wednesdayjeddah cyclist ,19.3,43.6,40.38,7516,7516,0,365
25 to 34,500,2019-07-29,male,373,25.0,695,North Corniche,54 kg and under,Evening Ride,20.0,35.6,28.77,5170,5170,0,5168
25 to 34,427,2017-04-26,male,297,28.5,610,North Corniche,75 to 84 kg,Evening Ride,22.2,39.2,20.47,3321,3321,0,5093
35 to 44,861,2017-11-29,male,358,22.6,318,Oghor 2 SailsIsland,75 to 84 kg,جدة water wave person biking: light skin tone ,17.9,32.0,19.46,3921,3921,0,4327
20 to 24,142,2014-01-24,male,98,12.8,1096,Starbucks to Majid,115 kg and over,Evening Ride,15.5,75.2,60.5,14085,14085,0,147
25 to 34,1195,2018-07-09,male,648,17.6,343,Headquarters Business Park,75 to 84 kg,Night Ride,18.1,31.0,12.3,2440,2440,0,6914
19 and under,9,2019-06-12,male,13,37.4,192,Oghor 2 SailsIsland,55 to 64 kg,Afternoon Ride,22.3,42.8,48.39,7797,7797,1,3088
20 to 24,1165,2018-01-06,male,157,16.4,368,Headquarters Business Park,75 to 84 kg,Morning Ride,12.3,35.3,68.39,20097,20097,0,6209
25 to 34,397,2018-05-05,male,256,24.0,586,Starbucks to Majid,85 to 95 kg,سر سعادتي في نمط حياتي,18.9,34.6,34.41,6552,6552,0,407
35 to 44,2078,2019-04-19,male,129,26.6,227,Headquarters Business Park,54 kg and under,Afternoon Ride,27.2,54.7,25.01,3312,3312,0,7257
25 to 34,321,2017-12-25,male,150,34.5,208,Oghor 2 SailsIsland,54 kg and under,Evening Ride,24.3,40.3,53.7,7957,7957,0,3456
35 to 44,688,2018-04-05,male,212,29.9,240,Oghor 2 SailsIsland,54 kg and under,Afternoon Ride,21.6,44.3,13.1,2184,2184,0,4182
25 to 34,338,2018-04-09,male,245,31.1,231,Oghor 2 SailsIsland,54 kg and under,Evening Ride,24.8,41.0,53.57,7786,7786,0,3576
20 to 24,1157,2017-11-19,male,136,12.3,581,Oghor 2 SailsIsland,54 kg and under,Night Ride,23.3,36.7,23.18,3580,3580,0,3271
25 to 34,285,2019-01-14,male,144,33.6,516,North Corniche,95 kg to 104 kg,Evening Ride,23.0,40.7,43.86,6879,6879,0,4940
45 to 54,984,2016-10-05,male,62,24.4,578,Starbucks to Majid,95 kg to 104 kg,Evening Ride,21.2,81.7,23.24,3957,3957,0,1031
25 to 34,508,2016-05-09,male,360,25.6,678,North Corniche,54 kg and under,Evening Ride,18.1,49.3,21.84,4347,4347,0,5155
35 to 44,820,2019-04-01,male,213,22.3,630,Starbucks to Majid,75 to 84 kg,تمرين مع دراج جدة,23.5,41.8,42.23,6473,6473,1,855
25 to 34,339,2019-02-08,male,598,14.7,489,Oghor 2 SailsIsland,54 kg and under, flexed biceps: light skin tone 8FEB,22.7,43.2,51.24,8130,8130,0,3926
20 to 24,75,2015-01-26,male,29,27.4,514,Starbucks to Majid,,طلعة مع قروب جدة انا والكابتن عبدالرحمن العامودي,18.2,55.1,37.62,7446,7446,0,78
25 to 34,1203,2020-04-05,male,266,18.2,936,King Street side,54 kg and under,Lunch Ride,18.2,33.5,31.09,6140,6140,0,2247
45 to 54,1590,2018-11-08,male,80,28.6,607,North Corniche,54 kg and under,Morning Ride,25.7,99.4,47.47,6648,6648,0,5829
35 to 44,674,2018-02-05,male,53,30.5,198,Headquarters Business Park,85 to 95 kg,Evening Ride,33.9,50.0,46.47,4936,4936,0,7179
35 to 44,678,2018-09-15,male,101,27.8,217,Headquarters Business Park,85 to 95 kg,Morning Ride,26.8,34.2,30.62,4120,4120,1,7227
25 to 34,1895,2017-12-01,male,560,19.3,313,Headquarters Business Park,85 to 95 kg,Night Ride,16.6,30.6,7.47,1617,1617,0,6825
35 to 44,283,2016-10-17,male,57,36.5,475,North Corniche,85 to 95 kg,Evening Ride,30.4,42.5,40.03,4741,4741,0,5412
35 to 44,759,2020-03-09,male,146,25.6,551,Starbucks to Majid,54 kg and under,Evening Ride,25.6,51.8,52.01,7314,7314,0,788
25 to 34,616,2018-10-24,female,3,28.5,597,King Street side,54 kg and under,Morning Ride,26.8,38.2,42.35,5684,5684,1,2279
35 to 44,711,2016-11-07,male,123,34.2,210,Oghor 2 SailsIsland,85 to 95 kg,Evening Ride,22.6,47.5,21.73,3466,3466,0,4095
25 to 34,466,2018-01-24,male,569,18.3,391,Oghor 2 SailsIsland,85 to 95 kg,مشاركة مجدولة درّاج جدة,23.7,49.3,54.27,8242,8242,0,3897
25 to 34,448,2017-03-22,male,333,26.9,645,North Corniche,54 kg and under,Evening Ride,19.2,46.1,20.08,3765,3765,0,5128
25 to 34,388,2019-07-24,male,271,24.4,247,Headquarters Business Park,,Team 25,20.7,38.9,58.33,10155,10155,0,6538
25 to 34,456,2018-04-17,male,298,29.4,244,Oghor 2 SailsIsland,54 kg and under,Night Ride,18.9,34.6,61.18,11660,11660,0,3631
45 to 54,1611,2019-01-11,male,144,7.7,2242,North Corniche,75 to 84 kg,Red Sea Cyclers,15.2,33.8,55.49,13176,13176,0,5893
25 to 34,414,2019-02-22,male,272,23.5,600,Starbucks to Majid,54 kg and under,جدةدراج مكه1440/0617,27.9,48.6,99.03,12763,12763,0,424
25 to 34,382,2016-07-22,male,240,24.5,575,Starbucks to Majid,95 kg to 104 kg,Morning Ride,24.8,33.1,15.53,2255,2255,1,392
45 to 54,1020,2019-10-04,male,127,17.8,973,North Corniche,,Morning Ride,18.6,35.3,20.34,3940,3940,0,5876
35 to 44,1080,2018-12-12,male,292,22.3,271,Headquarters Business Park,54 kg and under,Evening Ride,14.6,56.9,31.64,7779,7779,0,7419
35 to 44,868,2013-12-20,male,230,28.9,248,Oghor 2 SailsIsland,105 kg to 114 kg,Morning Ride,19.3,51.5,24.42,4548,4548,0,4200
25 to 34,226,2018-12-19,male,6,44.8,218,PRINCE SULTAN - ASSALAM TO FATIMA,65 to 74 kg,Evening Ride,32.6,56.2,59.0,6524,6524,0,2672
35 to 44,917,2018-12-10,male,64,29.9,202,Headquarters Business Park,85 to 95 kg,تمشيه بمسار الدراجات كورنيش مدينة جده غير,23.5,52.9,41.23,6317,6317,1,7190
25 to 34,498,2020-03-13,male,521,13.3,1306,North Corniche,54 kg and under,Evening Ride,18.0,57.2,51.87,10377,10377,1,5316
25 to 34,462,2020-01-20,male,156,34.3,209,Oghor 2 SailsIsland,54 kg and under,Evening Ride,25.2,43.6,22.52,3224,3224,0,3493
25 to 34,190,2017-10-20,male,3,37.6,658,Obhur North Short,55 to 64 kg,Morning Ride,32.8,50.8,94.12,10328,10328,1,1459
35 to 44,1555,2020-01-10,male,325,21.5,807,North Corniche,65 to 74 kg,Morning Ride,22.5,29.2,35.52,5691,5691,0,5680
25 to 34,599,2016-03-16,male,517,14.5,1199,North Corniche,85 to 95 kg,Night Ride,17.9,50.8,26.54,5351,5351,0,5312
20 to 24,111,2018-03-21,male,62,24.1,250,Headquarters Business Park,115 kg and over,Morning Ride,24.7,38.5,14.21,2075,2075,0,6113
25 to 34,573,2018-07-16,male,506,22.0,326,Oghor 2 SailsIsland,,Night Ride,17.9,96.5,41.93,8446,8446,0,3835
25 to 34,1918,2019-10-23,male,610,18.4,328,Headquarters Business Park,95 kg to 104 kg,Night Ride,14.7,24.5,18.52,4532,4532,0,6875
20 to 24,104,2018-11-14,male,41,26.4,229,Headquarters Business Park,54 kg and under,Evening Ride,24.5,58.7,38.15,5616,5616,0,6093
35 to 44,848,2018-11-21,male,352,20.3,297,Headquarters Business Park,75 to 84 kg,اول رقم طيب ومرضي الى حدٍ ما بالنسبة لي ،، وبإذن الله اكسره عما قريب winking face victory hand: light skin tone ,17.1,43.2,45.61,9586,9586,0,7479
20 to 24,102,2017-09-20,male,46,29.2,594,North Corniche,54 kg and under,Night Ride,22.1,35.6,28.33,4625,4625,0,4724
20 to 24,80,2020-01-31,male,55,24.8,243,Headquarters Business Park,54 kg and under,Morning Ride,22.8,43.2,62.99,9957,9957,0,6109
35 to 44,746,2018-05-02,male,72,30.6,556,King Street side,65 to 74 kg,Jeddah Cyclist man biking man biking man biking ,23.7,39.2,51.16,7761,7761,0,2355
45 to 54,1590,2018-12-22,male,109,19.2,315,Headquarters Business Park,54 kg and under,Night Ride,17.3,29.9,7.91,1650,1650,0,7766
35 to 44,711,2016-08-06,male,159,24.4,698,King Street side,85 to 95 kg,Night Ride,19.1,30.2,29.23,5498,5498,0,2442
25 to 34,583,2018-04-04,male,526,12.6,1380,North Corniche,55 to 64 kg,Wednesday ride ,19.2,33.8,27.47,5156,5156,0,5321
35 to 44,326,2016-05-25,male,85,28.6,211,Headquarters Business Park,85 to 95 kg,Night Ride,21.8,113.8,21.43,3535,3535,0,7212
20 to 24,1724,2019-11-11,male,149,17.5,344,Headquarters Business Park,54 kg and under,2,12.1,33.8,8.5,2523,2523,0,6200
25 to 34,453,2016-12-19,male,313,22.2,635,Starbucks to Majid,85 to 95 kg,Evening Ride,20.6,45.4,27.07,4743,4743,0,464
25 to 34,157,2019-04-27,male,12,43.1,327,Starbucks to Majid,95 kg to 104 kg,Morning Ride,40.3,54.0,41.49,3702,3702,0,163
25 to 34,1892,2017-12-04,male,546,19.5,309,Headquarters Business Park,54 kg and under,Afternoon Ride,13.8,33.8,17.22,4501,4501,0,6812
25 to 34,1459,2019-12-21,male,779,10.3,587,Headquarters Business Park,54 kg and under,Morning Ride,16.3,31.0,25.51,5633,5633,0,7043
35 to 44,1143,2020-02-22,male,405,18.5,326,Headquarters Business Park,54 kg and under,Tamang papawis sa init ng araw with master rennie,18.0,47.9,49.22,9865,9865,0,7531
45 to 54,1027,2019-09-20,male,138,14.0,430,Headquarters Business Park,75 to 84 kg,Afternoon Ride,11.8,36.0,23.34,7133,7133,0,7795
25 to 34,220,2019-08-05,male,28,38.5,442,King Street side,65 to 74 kg,Night Ride,29.5,49.3,43.78,5334,5334,1,2009
19 and under,15,2018-12-19,male,8,40.1,179,Oghor 2 SailsIsland,85 to 95 kg,jeddah tri,34.7,55.1,36.96,3839,3839,0,3084
35 to 44,863,2018-10-20,male,259,19.5,723,Starbucks to Majid,54 kg and under,Afternoon Ride,14.3,36.7,22.72,5720,5720,0,900
20 to 24,1703,2018-12-22,male,108,21.0,288,Headquarters Business Park,54 kg and under,Evening Ride,16.6,40.3,24.07,5207,5207,0,6160
25 to 34,249,2019-01-16,male,42,39.7,437,North Corniche,54 kg and under,Evening Ride,31.5,52.9,36.9,4214,4214,0,4837
35 to 44,674,2018-07-18,male,10,40.5,420,King Street side,85 to 95 kg,Night Ride,35.4,49.0,40.03,4070,4070,1,2293
45 to 54,758,2015-01-02,male,67,31.6,227,Oghor 2 SailsIsland,105 kg to 114 kg,Morning Ride,24.5,48.2,24.5,3602,3602,0,4481
55 to 64,1127,2016-11-28,male,26,24.1,298,Oghor 2 SailsIsland,55 to 64 kg,IpBike 27,24.2,44.3,17.38,2583,2583,0,4605
25 to 34,1430,2016-02-01,male,388,26.8,268,Oghor 2 SailsIsland,105 kg to 114 kg,Night Ride,17.5,33.5,6.41,1323,1323,0,3716
25 to 34,362,2014-05-21,male,267,24.5,246,Headquarters Business Park,105 kg to 114 kg,جوله مع تمرين,20.6,60.8,77.49,13560,13560,0,6532
25 to 34,1078,2018-10-27,male,59,29.2,935,Al Fardoos to shellfish round about,65 to 74 kg,Morning Ride,24.7,34.6,22.12,3229,3229,0,1764
35 to 44,672,2014-11-07,male,9,33.1,746,Obhur North Short,95 kg to 104 kg,"11/07/2014 Jeddah, Makkah Province, Saudi Arabia",28.1,41.4,108.49,13884,13884,1,1549
45 to 54,1342,2020-03-13,male,45,28.0,349,PRINCE SULTAN - ASSALAM TO FATIMA,,Morning Ride,18.0,31.7,68.41,13680,13680,0,3029
19 and under,27,2018-09-15,male,5,32.1,188,Headquarters Business Park,,Morning Ride,22.7,39.6,41.57,6594,6594,0,5943
25 to 34,461,2018-12-04,male,63,34.1,499,King Street side,55 to 64 kg,Evening Ride,27.0,39.6,40.71,5437,5437,1,2044
35 to 44,741,2018-12-24,male,125,26.7,527,Starbucks to Majid,54 kg and under,الاثنين 24-12-2018 سرعه 30,26.1,40.3,51.36,7097,7097,0,767
25 to 34,206,2016-07-16,male,52,24.6,1004,Obhur North Short,65 to 74 kg,Morning Ride,24.6,117.4,64.81,9471,9471,0,1508
35 to 44,926,2017-12-08,female,10,19.5,310,Headquarters Business Park,75 to 84 kg,Sand storm,16.3,32.8,17.36,3829,3829,0,7637
45 to 54,1012,2014-11-26,male,103,26.4,272,Oghor 2 SailsIsland,85 to 95 kg,Night Ride,20.7,39.6,22.72,3953,3953,0,4517
35 to 44,848,2018-11-19,male,250,28.5,252,Oghor 2 SailsIsland,75 to 84 kg,Evening Ride,17.2,36.4,31.24,6528,6528,0,4219
35 to 44,877,2019-10-02,male,421,17.7,341,Headquarters Business Park,,Evening Ride,16.7,30.6,25.81,5556,5556,0,7547
25 to 34,598,2019-01-23,male,357,25.7,675,North Corniche,54 kg and under,احلا تمرين اليوم ,18.5,37.8,43.44,8452,8452,0,5152
25 to 34,172,2016-12-14,male,14,45.1,159,Oghor 2 SailsIsland,75 to 84 kg,Evening Ride,31.8,52.2,46.34,5241,5241,0,3292
35 to 44,787,2019-05-27,male,175,24.4,578,Starbucks to Majid,85 to 95 kg,Night Ride,23.8,92.2,60.14,9105,9105,0,819
45 to 54,1023,2019-12-13,male,35,26.3,1211,S.Ubhur Alkurnaysh South Bound with detour,,2019dec12-camel,21.0,34.9,52.2,8966,8966,0,1403
45 to 54,936,2019-11-14,male,14,37.7,846,S.Ubhur Alkurnaysh South Bound with detour,75 to 84 kg,Morning Ride,36.4,50.8,40.05,3959,3959,1,1382
25 to 34,335,2017-01-13,male,167,27.1,628,King Street side,95 kg to 104 kg,الجمعة الصباح اول تمرين للجوهره,24.3,37.1,53.51,7915,7915,0,2148
45 to 54,1093,2018-10-30,male,16,31.3,790,Obhur North Short,65 to 74 kg,Dschidda,30.3,46.1,90.78,10781,10781,1,1638
35 to 44,2151,2020-01-13,male,429,17.0,356,Headquarters Business Park,54 kg and under,Night Ride,17.7,29.5,7.04,1434,1434,0,7557
25 to 34,389,2016-01-08,male,248,24.2,581,Starbucks to Majid,75 to 84 kg,جده غير,19.5,41.0,43.16,7987,7987,0,399
35 to 44,846,2018-03-22,male,241,21.1,666,Starbucks to Majid,65 to 74 kg,Evening Ride,19.1,37.1,29.93,5634,5634,0,882
25 to 34,1409,2019-09-13,male,233,31.5,228,Oghor 2 SailsIsland,54 kg and under,Morning Ride,26.3,38.5,26.49,3623,3623,0,3565
25 to 34,2001,2019-02-15,male,762,12.1,498,Headquarters Business Park,54 kg and under,Evening Ride,14.2,63.0,29.09,7372,7372,0,7026
25 to 34,186,2016-12-27,male,37,34.5,924,S.Ubhur Alkurnaysh South Bound with detour,54 kg and under,Evening Ride,29.6,50.0,86.72,10540,10540,0,1179
35 to 44,859,2016-09-28,male,275,26.6,270,Oghor 2 SailsIsland,75 to 84 kg,متعة الدراجة,18.6,31.7,16.75,3246,3246,0,4244
35 to 44,660,2018-04-10,male,14,42.6,407,North Corniche,75 to 84 kg,Morning Ride,32.9,48.2,41.29,4523,4523,1,5369
25 to 34,251,2017-04-10,male,149,28.8,592,King Street side,115 kg and over,Evening Ride,24.7,47.2,24.84,3615,3615,0,2130
25 to 34,475,2017-07-11,male,282,28.9,601,North Corniche,105 kg to 114 kg,Evening Ride,19.5,38.5,20.25,3738,3738,0,5078
25 to 34,445,2019-01-18,male,305,22.4,628,Starbucks to Majid,65 to 74 kg,تحدي ١٠٠ ك مع دراج جدة,21.4,43.2,92.12,15492,15492,1,456
20 to 24,1155,2017-04-28,male,29,26.7,638,King Street side,85 to 95 kg,Morning Ride  تمرين صباح الجمعه,23.6,45.4,80.22,12217,12217,0,1950
35 to 44,674,2018-02-05,male,47,31.7,444,Starbucks to Majid,85 to 95 kg,Evening Ride,33.9,50.0,46.47,4936,4936,0,689
20 to 24,1735,2019-05-03,male,168,15.2,396,Headquarters Business Park,54 kg and under,Night Ride,13.8,24.5,9.27,2425,2425,0,6219
35 to 44,494,2018-09-23,male,464,14.4,419,Headquarters Business Park,54 kg and under,اليوم الوطني ,10.2,40.0,12.28,4319,4319,0,7590
20 to 24,91,2019-01-11,male,32,26.4,645,King Street side,75 to 84 kg,Morning Ride,24.0,41.0,76.73,11489,11489,0,1953
25 to 34,243,2018-12-07,male,44,35.3,277,PRINCE SULTAN - ASSALAM TO FATIMA,55 to 64 kg,Solo Ride,23.1,56.2,44.33,6919,6919,0,2710
45 to 54,686,2019-06-17,male,94,26.6,653,North Corniche,75 to 84 kg,Evening Ride,16.9,37.8,36.68,7832,7832,0,5843
35 to 44,866,2018-01-03,male,379,21.2,339,Oghor 2 SailsIsland,54 kg and under,Exercise with Jeddah Cyclist ,17.2,40.7,29.02,6087,6087,0,4349
25 to 34,543,2018-12-21,male,566,19.2,315,Headquarters Business Park,54 kg and under,Morning Ride,16.0,34.9,27.79,6261,6261,0,6832
55 to 64,1039,2017-11-24,male,5,34.8,784,Al Fardoos to shellfish round about,65 to 74 kg,Morning Ride,27.2,44.3,106.56,14109,14109,1,1884
55 to 64,1045,2018-04-13,male,30,11.6,1497,North Corniche,85 to 95 kg,Night Run,13.2,23.8,23.24,6320,6320,0,5927
25 to 34,1955,2019-07-14,male,686,16.7,361,Headquarters Business Park,54 kg and under,Night Ride,14.9,31.7,18.07,4363,4363,0,6951
35 to 44,799,2019-08-26,male,211,14.8,1151,King Street side,75 to 84 kg,Evening Ride,20.2,40.7,43.39,7743,7743,0,2494
45 to 54,973,2018-09-23,male,52,26.6,367,PRINCE SULTAN - ASSALAM TO FATIMA,105 kg to 114 kg,Morning Ride,23.7,36.4,53.25,8091,8091,1,3036
25 to 34,72,2018-10-01,male,274,30.3,237,Oghor 2 SailsIsland,54 kg and under,Morning Ride,19.6,40.7,29.55,5440,5440,0,3603
35 to 44,811,2016-05-09,male,203,22.8,617,Starbucks to Majid,105 kg to 114 kg,Evening Ride,18.9,52.6,23.44,4476,4476,0,845
25 to 34,531,2019-07-01,male,391,18.1,778,Starbucks to Majid,75 to 84 kg,Afternoon Ride,17.1,48.6,23.16,4864,4864,0,542
25 to 34,572,2018-10-12,male,395,26.5,271,Oghor 2 SailsIsland,,Morning Ride,19.0,47.5,36.07,6852,6852,0,3724
35 to 44,1239,2017-08-18,male,218,29.6,242,Oghor 2 SailsIsland,85 to 95 kg,Evening Ride,20.5,35.3,46.56,8162,8162,0,4187
25 to 34,513,2018-12-30,male,348,28.0,256,Oghor 2 SailsIsland,55 to 64 kg,40+,22.4,41.4,42.68,6873,6873,0,3679
25 to 34,579,2019-04-19,male,18,37.5,161,Headquarters Business Park,54 kg and under,Afternoon Ride,39.7,81.7,49.89,4528,4528,1,6284
45 to 54,995,2018-04-24,male,93,21.0,287,Headquarters Business Park,54 kg and under,Night Ride,19.9,50.0,54.45,9852,9852,0,7750
35 to 44,643,2014-02-03,male,49,37.4,464,North Corniche,75 to 84 kg,Evening Ride,27.3,43.6,28.59,3764,3764,0,5404
35 to 44,865,2019-06-25,male,131,22.3,439,PRINCE SULTAN - ASSALAM TO FATIMA,115 kg and over,Evening Ride,16.7,34.2,37.28,8062,8062,1,2964
45 to 54,1093,2018-11-05,male,16,33.5,508,King Street side,65 to 74 kg,Cycling with the Bin Ladins,32.4,45.4,49.23,5478,5478,1,2529
45 to 54,998,2018-09-14,male,79,21.0,672,Starbucks to Majid,95 kg to 104 kg,Bike 40km 25.30kph 19/25,25.3,50.0,40.18,5727,5727,1,1048
20 to 24,86,2015-11-27,male,39,24.8,687,King Street side,95 kg to 104 kg,تمرين جدة ,21.8,88.2,57.28,9462,9462,0,1960
45 to 54,965,2019-08-05,male,18,33.0,516,King Street side,75 to 84 kg,Monday Evening Ride with Jeddah Cyclists person biking ,26.5,44.3,49.1,6661,6661,1,2530
45 to 54,979,2019-01-04,male,63,24.0,252,Headquarters Business Park,75 to 84 kg,Morning Ride,27.0,39.6,60.63,8098,8098,0,7722
25 to 34,230,2015-05-04,male,86,30.0,470,Starbucks to Majid,65 to 74 kg,Night Ride,29.3,37.4,26.81,3300,3300,0,237
25 to 34,303,2019-01-07,male,120,34.6,501,North Corniche,54 kg and under,Evening Ride,25.6,42.1,53.63,7556,7556,0,4917
20 to 24,72,2017-11-20,male,12,24.3,1312,S.Ubhur Alkurnaysh South Bound with detour,54 kg and under,Evening Ride,28.0,48.6,36.38,4672,4672,0,1133
25 to 34,1805,2019-09-20,male,243,25.0,241,Headquarters Business Park,85 to 95 kg,Building,18.3,29.5,18.92,3725,3725,0,6510
35 to 44,1540,2016-11-23,male,288,25.9,277,Oghor 2 SailsIsland,85 to 95 kg,Evening Ride,30.9,37.4,18.47,2154,2154,0,4259
45 to 54,1026,2018-12-24,male,66,30.6,568,North Corniche,75 to 84 kg,تمرين مع دراج جدة ,22.9,39.2,50.01,7879,7879,0,5816
35 to 44,2203,2020-02-18,female,29,10.2,594,Headquarters Business Park,54 kg and under,"First ever bike ride! On a trike, in Jeddah flag: Saudi Arabia ",10.7,13.7,7.17,2416,2416,1,7656
20 to 24,8,2020-02-29,male,18,30.6,197,Headquarters Business Park,54 kg and under,Afternoon Ride,30.0,56.5,41.84,5026,5026,0,6069
35 to 44,868,2013-12-03,male,145,18.6,525,PRINCE SULTAN - ASSALAM TO FATIMA,105 kg to 114 kg,Evening Ride,18.7,31.0,15.22,2924,2924,0,2978
55 to 64,1619,2018-01-11,male,27,18.1,333,Headquarters Business Park,,Afternoon Ride,12.4,32.4,19.58,5680,5680,0,7850
20 to 24,52,2019-04-27,male,1,44.4,136,Headquarters Business Park,75 to 84 kg,Morning Ride,41.8,60.1,41.65,3583,3583,1,6052
25 to 34,581,2018-08-25,male,515,14.7,1180,North Corniche,75 to 84 kg,Night Ride,14.8,28.8,14.18,3445,3445,0,5310
45 to 54,1335,2020-03-06,male,118,21.7,800,North Corniche,75 to 84 kg,Morning Ride,17.7,52.2,32.9,6712,6712,0,5867
